Datos generados por TERE.BAS el 06-11-2007
 t[min] T[§C] V[§C/min]
  41.51 0.012056 294.16 3320.3
  41.52 0.012074 294.60 2459.3
  41.53 0.012082 294.79 1342.2
  41.54 0.012109 295.46  656.1
  41.55 0.012112 295.53  327.6
  41.56 0.012131 295.98  170.5
  41.57 0.012161 296.73   96.4
  41.59 0.012108 295.44   56.1
  41.60 0.012075 294.63   32.5
  41.61 0.012088 294.95   19.4
  41.62 0.012047 293.94    6.5
  41.63 0.005835 142.32 -481.3
  41.64 -.000489 -11.93 %-1365.6
  41.65 -.003533 -86.14 %-2306.8
  41.66 -.004973 %-121.24 %-3139.6
  41.68 -.005704 %-139.06 %-3787.6
  41.69 -.006075 %-148.10 %-4214.6
  41.70 -.006258 %-152.57 %-4399.7
  41.71 -.006369 %-155.26 %-4333.3
  41.72 -.006438 %-156.94 %-4017.8
  41.73 -.006449 %-157.21 %-3446.8
  41.74 -.006440 %-156.99 %-2614.7
  41.75 -.006473 %-157.80 %-1529.9
  41.77 -.006462 %-157.54 -750.3
  41.78 -.006464 %-157.59 -373.8
  41.79 -.006464 %-157.59 -190.5
  41.80 -.006423 %-156.57  -93.7
  41.81 -.006452 %-157.30  -45.5
  41.82 -.006474 %-157.81  -22.0
  41.83 -.006433 %-156.83   -6.6
  41.84 -.006414 %-156.37    2.7
  41.85 -.006392 %-155.83    8.1
  41.87 0.001635  39.88  629.0
  41.88 0.007013 171.06 1551.5
  41.89 0.009585 233.83 2480.8
  41.90 0.010810 263.74 3280.9
  41.91 0.011417 278.55 3885.9
  41.92 0.011674 284.84 4260.6
  41.93 0.011796 287.82 4394.9
  41.94 0.011885 289.97 4278.4
  41.96 0.011890 290.10 3903.9
  41.97 0.011906 290.50 3277.5
  41.98 0.011902 290.40 2396.0
  41.99 0.011917 290.76 1261.4
  42.00 0.011956 291.71  603.2
  42.01 0.011952 291.63  289.3
  42.02 0.011989 292.52  143.0
  42.03 0.011987 292.47   74.4
  42.05 0.012011 293.05   46.3
  42.06 0.011975 292.17   30.6
  42.07 0.011978 292.25   22.1
  42.08 0.012026 293.43   22.8
  42.09 0.005234 127.66 -500.9
  42.10 -.000745 -18.16 %-1389.8
  42.11 -.003631 -88.52 %-2324.0
  42.12 -.005027 %-122.54 %-3146.9
  42.13 -.005767 %-140.60 %-3786.2
  42.15 -.006133 %-149.51 %-4206.0
  42.16 -.006283 %-153.17 %-4381.0
  42.17 -.006398 %-155.96 %-4309.5
  42.18 -.006423 %-156.57 %-3980.6
  42.19 -.006464 %-157.59 %-3400.3
  42.20 -.006497 %-158.39 %-2564.4
  42.21 -.006467 %-157.65 %-1463.3
  42.22 -.006433 %-156.82 -718.8
  42.23 -.006414 %-156.36 -353.3
  42.25 -.006370 %-155.28 -167.4
  42.26 -.006380 %-155.54  -70.8
  42.27 -.006374 %-155.39  -22.1
  42.28 -.006335 %-154.43    4.9
  42.29 -.006320 %-154.06   22.2
  42.30 -.006310 %-153.83   30.3
  42.31 -.006310 %-153.82   35.0
  42.32 0.002263  55.18  693.5
  42.34 0.007298 178.01 1614.4
  42.35 0.009727 237.30 2532.1
  42.36 0.010916 266.32 3318.0
  42.37 0.011461 279.64 3904.9
  42.38 0.011785 287.54 4270.8
  42.39 0.011946 291.49 4394.2
  42.40 0.011994 292.65 4265.5
  42.41 0.012058 294.20 3888.4
  42.43 0.012098 295.19 3258.5
  42.44 0.012091 295.01 2371.3
  42.45 0.012102 295.27 1227.6
  42.46 0.012087 294.91  604.2
  42.47 0.012031 293.55  296.9
  42.48 0.012054 294.10  146.1
  42.49 0.012043 293.85   70.0
  42.50 0.012028 293.47   26.6
  42.51 0.011997 292.72    2.4
  42.53 0.011994 292.65  -10.3
  42.54 0.012010 293.04  -18.1
  42.55 0.004781 116.59 -576.9
  42.56 -.000940 -22.93 %-1470.1
  42.57 -.003689 -89.93 %-2392.9
  42.58 -.004996 %-121.80 %-3194.6
  42.59 -.005654 %-137.83 %-3808.9
  42.60 -.005972 %-145.58 %-4204.6
  42.62 -.006113 %-149.02 %-4357.4
  42.63 -.006197 %-151.08 %-4263.4
  42.64 -.006272 %-152.90 %-3921.5
  42.65 -.006314 %-153.93 %-3329.6
  42.66 -.006336 %-154.47 %-2483.6
  42.67 -.006370 %-155.28 %-1382.3
  42.68 -.006383 %-155.61 -682.6
  42.69 -.006356 %-154.95 -344.8
  42.71 -.006357 %-154.98 -181.1
  42.72 -.006379 %-155.52 -100.6
  42.73 -.006387 %-155.70  -61.1
  42.74 -.006429 %-156.74  -43.5
  42.75 -.006431 %-156.78  -32.5
  42.76 -.006431 %-156.78  -24.7
  42.77 -.006347 %-154.72  -13.9
  42.78 0.002574  62.76  680.0
  42.80 0.007392 180.30 1618.4
  42.81 0.009713 236.94 2540.3
  42.82 0.010803 263.57 3320.2
  42.83 0.011381 277.69 3906.6
  42.84 0.011632 283.82 4264.2
  42.85 0.011804 288.00 4381.3
  42.86 0.011949 291.56 4254.7
  42.94 0.011892 290.16 3863.3
  42.95 0.011916 290.74 3217.4
  42.96 0.011943 291.41 2316.9
  42.97 0.011947 291.49 1167.3
  42.98 0.012014 293.13  577.7
  42.99 0.012017 293.22  294.3
  43.00 0.007430 181.24 -195.8
  43.01 0.000331   8.08 %-1100.9
  43.03 -.003082 -75.15 %-2069.4
  43.04 -.004733 %-115.38 %-2939.5
  43.05 -.005536 %-134.97 %-3627.0
  43.06 -.005941 %-144.84 %-4089.7
  43.07 -.006142 %-149.73 %-4322.9
  43.08 -.006254 %-152.45 %-4310.3
  43.09 -.006346 %-154.69 %-4048.0
  43.10 -.006394 %-155.87 %-3533.4
  43.12 -.006411 %-156.28 %-2757.4
  43.13 -.006392 %-155.82 %-1722.0
  43.14 -.006391 %-155.81 -846.3
  43.15 -.006377 %-155.46 -421.8
  43.16 -.006395 %-155.91 -215.1
  43.17 -.006419 %-156.49 -113.9
  43.18 -.006418 %-156.47  -62.0
  43.19 -.006397 %-155.94  -32.9
  43.21 -.006400 %-156.03  -16.0
  43.22 -.006394 %-155.86   -5.1
  43.23 -.006382 %-155.59    0.3
  43.24 0.000298   7.26  515.4
  43.25 0.006281 153.19 1395.7
  43.26 0.009178 223.89 2323.2
  43.27 0.010571 257.90 3140.3
  43.28 0.011231 274.01 3772.3
  43.29 0.011548 281.77 4180.8
  43.31 0.011728 286.16 4350.0
  43.32 0.011792 287.71 4270.3
  43.33 0.011845 289.02 3942.0
  43.34 0.011869 289.59 3360.1
  43.35 0.011887 290.05 2524.7
  43.36 0.011852 289.19 1431.8
  43.37 0.011837 288.82  689.8
  43.38 0.011837 288.82  330.2
  43.39 0.011859 289.34  158.1
  43.41 0.011859 289.35   75.2
  43.42 0.011865 289.51   34.7
  43.43 0.011902 290.39   17.1
  43.44 0.011933 291.16   13.4
  43.45 0.011941 291.35   13.2
  43.46 0.006921 168.81 -370.7
  43.47 -.000006  -0.14 %-1216.4
  43.48 -.003329 -81.17 %-2149.8
  43.50 -.004900 %-119.47 %-2994.4
  43.51 -.005670 %-138.23 %-3665.1
  43.52 -.006094 %-148.56 %-4123.6
  43.53 -.006264 %-152.70 %-4342.3
  43.54 -.006392 %-155.84 %-4317.5
  43.55 -.006423 %-156.59 %-4039.1
  43.56 -.006380 %-155.53 %-3498.3
  43.57 -.006390 %-155.77 %-2699.7
  43.59 -.006379 %-155.50 %-1643.2
  43.60 -.006391 %-155.81 -788.2
  43.61 -.006386 %-155.67 -376.4
  43.62 -.006398 %-155.98 -178.4
  43.63 -.006371 %-155.32  -78.1
  43.64 -.006396 %-155.91  -29.1
  43.65 -.006413 %-156.34   -9.8
  43.66 -.006415 %-156.39   -1.6
  43.67 -.006460 %-157.48   -6.4
  43.69 -.006462 %-157.52  -13.3
  43.70 0.000711  17.33  535.9
  43.71 0.006467 157.74 1427.8
  43.72 0.009187 224.11 2350.3
  43.73 0.010565 257.76 3160.0
  43.74 0.011246 274.39 3785.6
  43.75 0.011558 281.99 4187.4
  43.76 0.011744 286.54 4354.9
  43.78 0.011824 288.49 4272.9
  43.79 0.011881 289.88 3938.9
  43.80 0.011930 291.07 3352.6
  43.81 0.011931 291.12 2505.8
  43.82 0.011921 290.87 1400.7
  43.83 0.011959 291.78  693.2
  43.84 0.011974 292.15  352.8
  43.85 0.011987 292.47  183.7
  43.87 0.011962 291.86   99.0
  43.88 0.011958 291.77   56.3
  43.89 0.011972 292.12   33.2
  43.90 0.012015 293.16   24.5
  43.91 0.012030 293.52   20.3
  43.92 0.006238 152.15 -427.4
  43.93 -.000296  -7.21 %-1294.2
  43.94 -.003468 -84.56 %-2233.8
  43.96 -.004989 %-121.62 %-3075.8
  43.97 -.005764 %-140.51 %-3737.5
  43.98 -.006109 %-148.93 %-4176.4
  43.99 -.006281 %-153.11 %-4374.4
  44.00 -.006374 %-155.39 %-4326.3
  44.01 -.006367 %-155.22 %-4021.6
  44.02 -.006384 %-155.62 %-3460.5
  44.03 -.006376 %-155.45 %-2638.2
  44.04 -.006427 %-156.67 %-1561.3
  44.06 -.006445 %-157.11 -754.5
  44.07 -.006447 %-157.18 -364.5
  44.08 -.006456 %-157.40 -177.5
  44.09 -.006478 %-157.91  -88.6
  44.10 -.006456 %-157.38  -47.5
  44.11 -.006450 %-157.23  -27.7
  44.12 -.006459 %-157.46  -19.4
  44.13 -.006452 %-157.30  -16.6
  44.15 -.006480 %-157.97  -14.3
  44.16 0.001194  29.11  578.2
  44.17 0.006720 163.91 1490.6
  44.18 0.009411 229.59 2422.4
  44.19 0.010663 260.15 3227.4
  44.20 0.011294 275.54 3841.5
  44.21 0.011594 282.88 4229.8
  44.22 0.011755 286.81 4376.1
  44.24 0.011840 288.88 4275.8
  44.25 0.011890 290.12 3924.2
  44.26 0.011927 291.02 3318.0
  44.27 0.011901 290.38 2453.2
  44.28 0.011930 291.08 1331.4
  44.29 0.011945 291.45  650.6
  44.30 0.011955 291.68  322.5
  44.31 0.011951 291.59  165.7
  44.32 0.011908 290.54   83.9
  44.34 0.011883 289.95   40.2
  44.35 0.011885 289.99   15.7
  44.36 0.011859 289.36   -0.3
  44.37 0.011876 289.77   -8.6
  44.38 0.005518 134.58 -502.3
  44.39 -.000664 -16.20 %-1379.0
  44.40 -.003611 -88.04 %-2308.5
  44.41 -.005047 %-123.05 %-3128.8
  44.42 -.005724 %-139.54 %-3762.2
  44.44 -.006081 %-148.23 %-4175.0
  44.45 -.006220 %-151.63 %-4346.7
  44.46 -.006314 %-153.92 %-4275.4
  44.47 -.006388 %-155.74 %-3957.1
  44.48 -.006449 %-157.22 %-3387.7
  44.49 -.006440 %-157.00 %-2563.6
  44.50 -.006461 %-157.51 %-1483.6
  44.51 -.006475 %-157.85 -726.6
  44.53 -.006482 %-158.02 -364.5
  44.54 -.006539 %-159.41 -193.2
  44.55 -.006525 %-159.08 -110.4
  44.56 -.006572 %-160.21  -72.0
  44.57 -.006600 %-160.88  -56.2
  44.58 -.006569 %-160.15  -43.6
  44.59 -.006530 %-159.18  -31.6
  44.60 -.006564 %-160.02  -25.9
  44.61 0.001680  40.96  610.5
  44.63 0.006908 168.51 1536.4
  44.64 0.009395 229.20 2465.2
  44.65 0.010622 259.15 3265.4
  44.66 0.011226 273.89 3872.3
  44.67 0.011524 281.17 4249.3
  44.68 0.011680 284.99 4387.0
  44.69 0.011766 287.08 4272.4
  44.70 0.011797 287.83 3901.1
  44.72 0.011827 288.57 3277.7
  44.73 0.011853 289.21 2402.5
  44.74 0.011874 289.72 1268.7
  44.75 0.011893 290.18  627.6
  44.76 0.011919 290.82  321.0
  44.77 0.011890 290.11  168.3
  44.78 0.011887 290.03   91.9
  44.79 0.011910 290.59   54.6
  44.81 0.011896 290.26   33.8
  44.82 0.011930 291.09   24.7
  44.83 0.011958 291.77   21.9
  44.84 0.005064 123.50 -511.4
  44.85 -.000852 -20.78 %-1402.7
  44.86 -.003720 -90.70 %-2334.8
  44.87 -.005132 %-125.10 %-3155.7
  44.88 -.005780 %-140.90 %-3786.7
  44.90 -.006123 %-149.26 %-4194.6
  44.91 -.006300 %-153.59 %-4366.4
  44.92 -.006421 %-156.54 %-4293.4
  44.93 -.006465 %-157.60 %-3965.6
  44.94 -.006519 %-158.92 %-3386.2
  44.95 -.006526 %-159.10 %-2546.7
  44.96 -.006552 %-159.73 %-1448.4
  44.97 -.006552 %-159.74 -718.5
  44.98 -.006577 %-160.33 -365.8
  45.00 -.006556 %-159.84 -192.1
  45.01 -.006595 %-160.78 -110.0
  45.02 -.006607 %-161.08  -67.2
  45.03 -.006582 %-160.46  -42.1
  45.04 -.006573 %-160.25  -26.0
  45.05 -.006531 %-159.21  -13.9
  45.06 -.006502 %-158.50   -1.9
  45.07 0.002098  51.17  666.9
  45.09 0.007134 174.01 1602.0
  45.10 0.009556 233.12 2530.2
  45.11 0.010713 261.38 3322.2
  45.12 0.011265 274.86 3913.0
  45.13 0.011533 281.39 4276.7
  45.14 0.011661 284.53 4393.8
  45.15 0.011719 285.92 4258.8
  45.16 0.011773 287.25 3874.0
  45.18 0.011774 287.27 3233.3
  45.19 0.011781 287.44 2340.4
  45.20 0.011779 287.39 1193.9
  45.21 0.011789 287.64  573.9
  45.22 0.011789 287.64  276.3
  45.23 0.011830 288.65  137.0
  45.24 0.011856 289.27   73.1
  45.25 0.011860 289.39   43.8
  45.26 0.011870 289.63   31.3
  45.28 0.011875 289.74   26.1
  45.29 0.011864 289.48   22.3
  45.30 0.004593 112.01 -538.2
  45.31 -.001116 -27.20 %-1437.3
  45.32 -.003833 -93.45 %-2364.4
  45.33 -.005137 %-125.22 %-3173.4
  45.34 -.005739 %-139.91 %-3791.2
  45.35 -.006091 %-148.49 %-4191.0
  45.36 -.006228 %-151.83 %-4347.3
  45.38 -.006357 %-154.96 %-4258.7
  45.39 -.006382 %-155.57 %-3916.8
  45.40 -.006390 %-155.78 %-3319.6
  45.41 -.006407 %-156.20 %-2467.8
  45.42 -.006465 %-157.60 %-1365.7
  45.43 -.006499 %-158.45 -671.4
  45.44 -.006509 %-158.69 -341.6
  45.45 -.006484 %-158.07 -181.4
  45.47 -.006423 %-156.57  -97.9
  45.48 -.006419 %-156.48  -50.8
  45.49 -.006436 %-156.89  -27.5
  45.50 -.006466 %-157.63  -14.2
  45.51 -.006460 %-157.49   -8.8
  45.52 -.006348 %-154.75    4.4
  45.53 0.002616  63.80  705.7
  45.54 0.007451 181.75 1651.5
  45.56 0.009744 237.71 2574.7
  45.57 0.010851 264.74 3353.4
  45.58 0.011436 279.02 3933.5
  45.59 0.011707 285.64 4285.9
  45.60 0.011840 288.88 4399.6
  45.61 0.011887 290.03 4261.8
  45.62 0.011927 291.01 3869.5
  45.63 0.011929 291.06 3217.8
  45.64 0.011977 292.22 2313.0
  45.66 0.011955 291.70 1158.9
  45.67 0.011966 291.95  564.2
  45.68 0.011924 290.93  275.1
  45.69 0.011953 291.64  134.2
  45.70 0.011964 291.93   64.0
  45.71 0.011988 292.49   33.2
  45.72 0.011956 291.72   16.9
  45.73 0.011962 291.88    9.8
  45.75 0.011978 292.25    6.3
  45.76 0.003948  96.27 -612.8
  45.77 -.001428 -34.81 %-1533.5
  45.78 -.004021 -98.02 %-2462.4
  45.79 -.005257 %-128.17 %-3264.5
  45.80 -.005886 %-143.49 %-3873.2
  45.81 -.006178 %-150.62 %-4258.5
  45.82 -.006321 %-154.09 %-4399.0
  45.84 -.006405 %-156.14 %-4289.2
  45.85 -.006446 %-157.14 %-3923.6
  45.86 -.006477 %-157.90 %-3305.3
  45.87 -.006492 %-158.26 %-2429.9
  45.88 -.006512 %-158.76 %-1296.5
  45.89 -.006533 %-159.27 -636.5
  45.90 -.006547 %-159.61 -319.7
  45.91 -.006516 %-158.86 -164.5
  45.92 -.006525 %-159.06  -87.5
  45.94 -.006525 %-159.06  -49.8
  45.95 -.006545 %-159.56  -31.3
  45.96 -.006579 %-160.39  -23.3
  45.97 -.006593 %-160.73  -20.4
  45.98 -.006031 %-147.03   24.7
  45.99 0.003017  73.58  756.8
  46.00 0.007519 183.41 1701.3
  46.01 0.009700 236.64 2615.9
  46.03 0.010752 262.32 3382.8
  46.04 0.011228 273.94 3943.3
  46.05 0.011483 280.18 4277.7
  46.06 0.011592 282.83 4368.0
  46.07 0.011640 284.00 4208.6
  46.08 0.011698 285.41 3797.7
  46.09 0.011713 285.79 3129.8
  46.10 0.011723 286.04 2205.5
  46.12 0.011747 286.62 1077.9
  46.13 0.011732 286.25  522.7
  46.14 0.011730 286.20  254.8
  46.15 0.011739 286.43  127.1
  46.16 0.011770 287.18   69.0
  46.17 0.011745 286.58   38.0
  46.18 0.011752 286.73   23.4
  46.19 0.011730 286.19   13.4
  46.21 0.011732 286.26    5.9
  46.22 0.003295  80.35 -647.0
  46.23 -.001861 -45.37 %-1577.4
  46.24 -.004352 %-106.10 %-2508.5
  46.25 -.005546 %-135.19 %-3304.3
  46.26 -.006144 %-149.77 %-3905.6
  46.27 -.006449 %-157.23 %-4280.6
  46.28 -.006579 %-160.38 %-4410.4
  46.29 -.006654 %-162.22 %-4287.0
  46.31 -.006647 %-162.05 %-3907.6
  46.32 -.006648 %-162.07 %-3270.4
  46.33 -.006661 %-162.39 %-2378.9
  46.34 -.006681 %-162.87 %-1231.4
  46.35 -.006630 %-161.63 -590.0
  46.36 -.006605 %-161.01 -276.5
  46.37 -.006589 %-160.62 -121.8
  46.38 -.006618 %-161.34  -46.5
  46.40 -.006594 %-160.75   -8.7
  46.41 -.006615 %-161.27    6.0
  46.42 -.006637 %-161.80    9.6
  46.43 -.006653 %-162.19    5.9
  46.44 -.005696 %-138.85   76.4
  46.45 0.003298  80.42  825.1
  46.46 0.007636 186.25 1767.3
  46.47 0.009729 237.36 2669.0
  46.48 0.010771 262.78 3426.0
  46.50 0.011326 276.34 3984.8
  46.51 0.011575 282.41 4313.3
  46.52 0.011668 284.68 4392.2
  46.53 0.011737 286.38 4223.0
  46.54 0.011794 287.76 3799.7
  46.55 0.011825 288.52 3119.4
  46.56 0.011839 288.87 2180.5
  46.57 0.011800 287.92 1067.0
  46.59 0.011768 287.14  523.6
  46.60 0.011783 287.48  257.2
  46.61 0.011790 287.67  123.8
  46.62 0.011783 287.49   55.7
  46.63 0.011795 287.78   24.9
  46.64 0.011801 287.93   10.7
  46.65 0.011813 288.22    2.7
  46.66 0.011778 287.37   -3.7
  46.67 0.002879  70.21 -690.4
  46.69 -.002036 -49.63 %-1627.5
  46.70 -.004389 %-107.00 %-2550.3
  46.71 -.005541 %-135.09 %-3338.3
  46.72 -.006097 %-148.65 %-3929.3
  46.73 -.006377 %-155.47 %-4290.7
  46.74 -.006547 %-159.61 %-4410.5
  46.75 -.006584 %-160.51 %-4277.2
  46.76 -.006595 %-160.76 %-3886.8
  46.78 -.006610 %-161.15 %-3239.9
  46.79 -.006648 %-162.08 %-2337.3
  46.80 -.006645 %-161.99 %-1179.3
  46.81 -.006668 %-162.55 -574.9
  46.82 -.006659 %-162.33 -283.0
  46.83 -.006653 %-162.18 -139.8
  46.84 -.006668 %-162.55  -70.9
  46.85 -.006673 %-162.68  -37.1
  46.87 -.006704 %-163.44  -23.2
  46.88 -.006716 %-163.73  -20.9
  46.89 -.006730 %-164.06  -20.7
  46.90 -.004915 %-119.83  120.0
  46.91 0.003697  90.17  898.2
  46.92 0.007784 189.88 1843.2
  46.93 0.009797 239.01 2741.7
  46.94 0.010769 262.74 3483.0
  46.95 0.011232 274.05 4017.0
  46.97 0.011444 279.22 4317.6
  46.98 0.011602 283.07 4375.8
  46.99 0.011703 285.55 4185.8
  47.00 0.011744 286.53 3739.1
  47.01 0.011779 287.40 3036.0
  47.02 0.011787 287.59 2073.6
  47.03 0.011813 288.23 1019.0
  47.04 0.011830 288.64  514.5
  47.06 0.011859 289.35  270.1
  47.07 0.011844 288.98  150.6
  47.08 0.011806 288.05   87.9
  47.09 0.011791 287.69   51.7
  47.10 0.011773 287.26   25.7
  47.11 0.011778 287.37    9.7
  47.12 0.011490 280.35  -21.6
  47.13 0.002445  59.62 -742.5
  47.15 -.002229 -54.34 %-1689.4
  47.16 -.004490 %-109.47 %-2613.5
  47.17 -.005596 %-136.42 %-3392.5
  47.18 -.006132 %-149.49 %-3967.7
  47.19 -.006396 %-155.93 %-4309.3
  47.20 -.006474 %-157.83 %-4403.0
  47.21 -.006531 %-159.22 %-4248.3
  47.22 -.006558 %-159.87 %-3840.6
  47.24 -.006567 %-160.09 %-3178.5
  47.25 -.006518 %-158.91 %-2255.7
  47.26 -.006595 %-160.77 %-1109.0
  47.27 -.006581 %-160.43 -531.1
  47.28 -.006548 %-159.63 -249.2
  47.29 -.006557 %-159.85 -113.1
  47.30 -.006569 %-160.15  -49.5
  47.31 -.006570 %-160.17  -21.1
  47.32 -.006574 %-160.26  -10.8
  47.34 -.006593 %-160.73   -6.7
  47.35 -.006591 %-160.68   -5.9
  47.36 -.004135 %-100.82  182.1
  47.37 0.004120 100.47  970.3
  47.38 0.008042 196.16 1915.3
  47.39 0.009964 243.08 2797.6
  47.40 0.010907 266.11 3522.4
  47.41 0.011361 277.19 4040.4
  47.43 0.011573 282.37 4323.5
  47.44 0.011705 285.60 4362.0
  47.45 0.011775 287.31 4150.3
  47.46 0.011779 287.39 3681.9
  47.47 0.011828 288.59 2958.8
  47.48 0.011859 289.34 1980.7
  47.49 0.011876 289.76  968.9
  47.50 0.011855 289.26  481.9
  47.51 0.011854 289.23  243.1
  47.53 0.011856 289.27  126.0
  47.54 0.011790 287.66   63.2
  47.55 0.011761 286.97   27.1
  47.56 0.011773 287.25    5.6
  47.57 0.011788 287.62   -5.5
  47.58 0.010748 262.22  -91.4
  47.59 0.001772  43.20 -853.5
  47.60 -.002563 -62.49 %-1804.4
  47.62 -.004628 %-112.82 %-2709.8
  47.63 -.005673 %-138.29 %-3463.5
  47.64 -.006129 %-149.43 %-4008.7
  47.65 -.006384 %-155.63 %-4322.0
  47.66 -.006462 %-157.53 %-4386.0
  47.67 -.006546 %-159.58 %-4206.3
  47.68 -.006543 %-159.51 %-3772.5
  47.69 -.006551 %-159.70 %-3082.3
  47.71 -.006568 %-160.11 %-2135.6
  47.72 -.006551 %-159.71 %-1025.7
  47.73 -.006560 %-159.93 -490.8
  47.74 -.006568 %-160.12 -233.9
  47.75 -.006570 %-160.17 -108.9
  47.76 -.006582 %-160.46  -52.5
  47.77 -.006614 %-161.24  -27.4
  47.78 -.006581 %-160.43  -16.1
  47.80 -.006623 %-161.47  -12.4
  47.81 -.006665 %-162.49  -17.3
  47.82 -.003087 -75.27  254.9
  47.83 0.004554 111.06 1065.6
  47.84 0.008170 199.29 1997.8
  47.85 0.009974 243.33 2864.4
  47.86 0.010859 264.94 3567.1
  47.87 0.011265 274.84 4056.7
  47.88 0.011486 280.25 4313.8
  47.90 0.011615 283.39 4327.2
  47.91 0.011673 284.80 4087.5
  47.92 0.011693 285.30 3596.8
  47.93 0.011724 286.07 2848.9
  47.94 0.011692 285.26 1838.1
  47.95 0.011715 285.84  897.5
  47.96 0.011711 285.74  444.0
  47.97 0.011756 286.83  222.6
  47.99 0.011775 287.31  116.6
  48.00 0.011808 288.10   68.5
  48.01 0.011806 288.06   43.9
  48.02 0.011796 287.82   31.1
  48.03 0.011806 288.05   26.4
  48.04 0.010263 250.39  -94.5
  48.05 0.001529  37.29 -865.9
  48.06 -.002632 -64.17 %-1812.2
  48.07 -.004624 %-112.72 %-2713.8
  48.09 -.005630 %-137.26 %-3462.4
  48.10 -.006113 %-149.03 %-4005.9
  48.11 -.006370 %-155.30 %-4315.8
  48.12 -.006488 %-158.17 %-4379.4
  48.13 -.006538 %-159.38 %-4188.4
  48.14 -.006532 %-159.25 %-3740.6
  48.15 -.006550 %-159.68 %-3038.6
  48.16 -.006539 %-159.41 %-2078.2
  48.17 -.006565 %-160.04 %-1003.6
  48.19 -.006574 %-160.26 -488.6
  48.20 -.006597 %-160.81 -240.3
  48.21 -.006607 %-161.06 -118.3
  48.22 -.006619 %-161.36  -60.9
  48.23 -.006615 %-161.26  -33.3
  48.24 -.006639 %-161.85  -24.0
  48.25 -.006698 %-163.27  -26.0
  48.26 -.006676 %-162.74  -28.0
  48.28 -.002465 -60.10  296.2
  48.29 0.004865 118.66 1125.7
  48.30 0.008362 203.98 2065.7
  48.31 0.010031 244.73 2923.5
  48.32 0.010868 265.14 3612.7
  48.33 0.011286 275.36 4088.1
  48.34 0.011472 279.89 4326.9
  48.35 0.011576 282.44 4319.6
  48.37 0.011671 284.75 4065.6
  48.38 0.011715 285.83 3557.0
  48.39 0.011773 287.26 2790.9
  48.40 0.011807 288.09 1771.1
  48.41 0.011836 288.78  877.4
  48.42 0.011840 288.89  450.4
  48.43 0.011890 290.10  247.5
  48.44 0.011919 290.82  149.4
  48.46 0.011923 290.91  101.3
  48.47 0.011945 291.46   78.2
  48.48 0.011906 290.49   59.7
  48.49 0.011874 289.71   42.2
  48.50 0.009532 232.54 -151.2
  48.51 0.001181  28.81 -953.1
  48.52 -.002786 -67.92 %-1907.4
  48.53 -.004668 %-113.81 %-2799.7
  48.54 -.005596 %-136.43 %-3530.3
  48.56 -.006066 %-147.88 %-4052.7
  48.57 -.006292 %-153.39 %-4337.6
  48.58 -.006408 %-156.22 %-4374.4
  48.59 -.006476 %-157.87 %-4159.7
  48.60 -.006540 %-159.44 %-3690.6
  48.61 -.006523 %-159.03 %-2965.3
  48.62 -.006524 %-159.04 %-1985.1
  48.63 -.006559 %-159.91 -963.4
  48.65 -.006602 %-160.95 -479.4
  48.66 -.006644 %-161.96 -250.2
  48.67 -.006667 %-162.54 -140.0
  48.68 -.006660 %-162.37  -85.7
  48.69 -.006682 %-162.90  -60.8
  48.70 -.006684 %-162.94  -47.9
  48.71 -.006684 %-162.95  -40.2
  48.72 -.006697 %-163.26  -35.7
  48.74 -.001958 -47.73  330.4
  48.75 0.005091 124.17 1176.1
  48.76 0.008470 206.61 2119.4
  48.77 0.010133 247.21 2977.8
  48.78 0.010909 266.15 3658.6
  48.79 0.011267 274.90 4118.3
  48.80 0.011503 280.66 4343.6
  48.81 0.011599 283.01 4322.7
  48.83 0.011643 284.08 4047.8
  48.84 0.011660 284.48 3517.8
  48.85 0.011683 285.06 2732.9
  48.86 0.011685 285.10 1690.2
  48.87 0.011666 284.63  819.4
  48.88 0.011665 284.61  398.7
  48.89 0.011628 283.71  190.5
  48.90 0.011637 283.93   90.1
  48.91 0.011651 284.28   40.3
  48.93 0.011644 284.10   12.2
